donor,recipient,Year,fdi_total
AUS,CAN,2009,10967.887
AUS,CAN,2010,15124.505
AUS,CAN,2011,19298.78
AUS,CAN,2012,21824.142
AUS,CAN,2013,15021.277
AUS,CAN,2014,18617.72
AUS,CAN,2015,18128.151
AUS,CAN,2016,20572.359
AUS,CAN,2017,27626.55
AUS,DEU,2009,16244.169
AUS,DEU,2010,17079.988
AUS,DEU,2011,14326.22
AUS,DEU,2012,14144.641
AUS,DEU,2013,11947.695
AUS,DEU,2014,12946.857
AUS,DEU,2015,12419.814
AUS,DEU,2016,14140.376
AUS,DEU,2017,18580.454
AUS,GBR,2009,54682.454
AUS,GBR,2010,54556.357
AUS,GBR,2011,67202.236
AUS,GBR,2012,75848.075
AUS,GBR,2013,70283.688
AUS,GBR,2014,64452.956
AUS,GBR,2015,47266.019
AUS,GBR,2016,54038.35
AUS,GBR,2017,64873.255
AUS,ITA,2009,423.394
AUS,ITA,2010,586.442
AUS,ITA,2011,
AUS,ITA,2012,605.619
AUS,ITA,2013,805.851
AUS,ITA,2014,770.168
AUS,ITA,2015,
AUS,ITA,2016,430.535
AUS,ITA,2017,541.299
AUS,JPN,2009,40937.388
AUS,JPN,2010,51917.878
AUS,JPN,2011,55757.114
AUS,JPN,2012,66874.089
AUS,JPN,2013,60144.504
AUS,JPN,2014,58458.935
AUS,JPN,2015,63300.212
AUS,JPN,2016,65877.713
AUS,JPN,2017,72162.858
AUS,USA,2009,88070.506
AUS,USA,2010,112118.101
AUS,USA,2011,117380.081
AUS,USA,2012,136379.813
AUS,USA,2013,135084.22
AUS,USA,2014,133943.581
AUS,USA,2015,133580.039
AUS,USA,2016,139636.035
AUS,USA,2017,148131.191
AUT,CAN,2012,2587.071
AUT,CAN,2013,2947.18
AUT,CAN,2014,2497.404
AUT,CAN,2015,2919.978
AUT,CAN,2016,3706.124
AUT,CAN,2017,4535.86
AUT,DEU,2012,47712.401
AUT,DEU,2013,52180.389
AUT,DEU,2014,45400.055
AUT,DEU,2015,45058.247
AUT,DEU,2016,45979.762
AUT,DEU,2017,56224.514
AUT,GBR,2012,5089.71
AUT,GBR,2013,6499.793
AUT,GBR,2014,4663.358
AUT,GBR,2015,5259.662
AUT,GBR,2016,5716.243
AUT,GBR,2017,7179.18
AUT,ITA,2012,20978.892
AUT,ITA,2013,19347.676
AUT,ITA,2014,20404.165
AUT,ITA,2015,18500.817
AUT,ITA,2016,10314.114
AUT,ITA,2017,12059.247
AUT,JPN,2012,2597.625
AUT,JPN,2013,2654.806
AUT,JPN,2014,2578.748
AUT,JPN,2015,2102.341
AUT,JPN,2016,2142.932
AUT,JPN,2017,2489.806
AUT,USA,2012,18298.153
AUT,USA,2013,19975.176
AUT,USA,2014,18448.249
AUT,USA,2015,15551.443
AUT,USA,2016,14263.729
AUT,USA,2017,14140.082
BEL,CAN,2013,-55.165
BEL,CAN,2014,-781.88
BEL,CAN,2015,-312.466
BEL,CAN,2016,-144.408
BEL,CAN,2017,292.636
BEL,DEU,2013,14775.893
BEL,DEU,2014,10674.367
BEL,DEU,2015,15651.606
BEL,DEU,2016,10680.932
BEL,DEU,2017,2644.519
BEL,GBR,2013,-4873.811
BEL,GBR,2014,-7178.973
BEL,GBR,2015,-3011.432
BEL,GBR,2016,3897.966
BEL,GBR,2017,5189.494
BEL,ITA,2013,-2682.389
BEL,ITA,2014,135.979
BEL,ITA,2015,-1050.626
BEL,ITA,2016,-416.359
BEL,ITA,2017,215.879
BEL,JPN,2013,16858.364
BEL,JPN,2014,14085.988
BEL,JPN,2015,13285.792
BEL,JPN,2016,14292.189
BEL,JPN,2017,17108.419
BEL,USA,2013,-7448.628
BEL,USA,2014,-8654.105
BEL,USA,2015,-9404.464
BEL,USA,2016,2032.255
BEL,USA,2017,9702.567
CAN,CAN,2014,5233.21
CAN,CAN,2015,5321.532
CAN,CAN,2016,6439.264
CAN,DEU,2014,14897.836
CAN,DEU,2015,16653.179
CAN,DEU,2016,19018.396
CAN,GBR,2014,44750.41
CAN,GBR,2015,34830.925
CAN,GBR,2016,36052.73
CAN,ITA,2014,4501.25
CAN,ITA,2015,3887.283
CAN,ITA,2016,3691.07
CAN,JPN,2014,28161.911
CAN,JPN,2015,27344.653
CAN,JPN,2016,30373.874
CAN,USA,2014,327964.48
CAN,USA,2015,294033.96
CAN,USA,2016,314590.005
CZE,CAN,2013,280.335
CZE,CAN,2014,384.775
CZE,CAN,2015,393.299
CZE,CAN,2016,390.29
CZE,CAN,2017,490.086
CZE,DEU,2013,32464.694
CZE,DEU,2014,30319.798
CZE,DEU,2015,27595.06
CZE,DEU,2016,26097.462
CZE,DEU,2017,31006.733
CZE,GBR,2013,6282.66
CZE,GBR,2014,5930.482
CZE,GBR,2015,5350.883
CZE,GBR,2016,5604.089
CZE,GBR,2017,6442.915
CZE,ITA,2013,6591.42
CZE,ITA,2014,4912.048
CZE,ITA,2015,5612.496
CZE,ITA,2016,5676.585
CZE,ITA,2017,6465.741
CZE,JPN,2013,2248.507
CZE,JPN,2014,2211.12
CZE,JPN,2015,2676.783
CZE,JPN,2016,2519.323
CZE,JPN,2017,3314.145
CZE,USA,2013,10799.797
CZE,USA,2014,9625.004
CZE,USA,2015,9278.39
CZE,USA,2016,8867.472
CZE,USA,2017,10307.623
DNK,CAN,2013,9.053
DNK,CAN,2014,303.199
DNK,CAN,2015,139.678
DNK,CAN,2016,28.925
DNK,CAN,2017,66.53
DNK,DEU,2013,5183.365
DNK,DEU,2014,4781.096
DNK,DEU,2015,4707.76
DNK,DEU,2016,5113.572
DNK,DEU,2017,6387.39
DNK,GBR,2013,3602.453
DNK,GBR,2014,5716.176
DNK,GBR,2015,7865.007
DNK,GBR,2016,9527.564
DNK,GBR,2017,12534.433
DNK,ITA,2013,249.783
DNK,ITA,2014,229.523
DNK,ITA,2015,629.283
DNK,ITA,2016,457.123
DNK,ITA,2017,697.843
DNK,JPN,2013,8628.041
DNK,USA,2013,122.49
DNK,USA,2014,5812.232
DNK,USA,2015,5063.25
DNK,USA,2016,5539.36
DNK,USA,2017,6289.93
FIN,CAN,2013,2463.233
FIN,CAN,2014,2164.765
FIN,CAN,2015,
FIN,CAN,2016,1085.696
FIN,CAN,2017,1236.508
FIN,DEU,2013,1979.823
FIN,DEU,2014,3017.913
FIN,DEU,2015,
FIN,DEU,2016,2997.786
FIN,DEU,2017,3476.853
FIN,GBR,2013,813.281
FIN,GBR,2014,958.712
FIN,GBR,2015,
FIN,GBR,2016,746.284
FIN,GBR,2017,790.357
FIN,ITA,2013,581.258
FIN,ITA,2014,572.532
FIN,ITA,2015,
FIN,ITA,2016,937.072
FIN,ITA,2017,1027.824
FIN,JPN,2013,1518.384
FIN,JPN,2014,2007.126
FIN,JPN,2015,
FIN,JPN,2016,1467.271
FIN,JPN,2017,1989.686
FIN,USA,2013,9977.948
FIN,USA,2014,14185.01
FIN,USA,2015,
FIN,USA,2016,5332.56
FIN,USA,2017,9643.799
FRA,CAN,2011,2979.275
FRA,CAN,2012,3622.691
FRA,CAN,2013,289.615
FRA,CAN,2014,6519.717
FRA,CAN,2015,6796.952
FRA,CAN,2016,4983.662
FRA,DEU,2011,85928.756
FRA,DEU,2012,94069.921
FRA,DEU,2013,93907.047
FRA,DEU,2014,82772.482
FRA,DEU,2015,80557.431
FRA,DEU,2016,87551.386
FRA,GBR,2011,68887.306
FRA,GBR,2012,85127.968
FRA,GBR,2013,95468.211
FRA,GBR,2014,78614.189
FRA,GBR,2015,84679.369
FRA,GBR,2016,74725.414
FRA,ITA,2011,24804.404
FRA,ITA,2012,21697.889
FRA,ITA,2013,26685.974
FRA,ITA,2014,21329.309
FRA,ITA,2015,22089.276
FRA,ITA,2016,22682.618
FRA,JPN,2011,15313.472
FRA,JPN,2012,15579.156
FRA,JPN,2013,17412.771
FRA,JPN,2014,19860.248
FRA,JPN,2015,19314.099
FRA,JPN,2016,17156.108
FRA,USA,2011,136098.446
FRA,USA,2012,134116.095
FRA,USA,2013,149475.934
FRA,USA,2014,152084.236
FRA,USA,2015,130959.173
FRA,USA,2016,124481.923
DEU,CAN,2014,6888.803
DEU,DEU,2013,58961.523
DEU,DEU,2014,68773.909
DEU,DEU,2015,62546.543
DEU,DEU,2016,65667.756
DEU,GBR,2013,126880.43
DEU,GBR,2014,106889.364
DEU,GBR,2015,89879.151
DEU,GBR,2016,83473.174
DEU,ITA,2013,46217.074
DEU,ITA,2014,40730.627
DEU,ITA,2015,35062.602
DEU,ITA,2016,33448.93
DEU,JPN,2013,40951.593
DEU,JPN,2014,37229.162
DEU,JPN,2015,36272.183
DEU,JPN,2016,36612.206
DEU,USA,2013,210459.247
DEU,USA,2014,194859.408
DEU,USA,2015,171474.143
DEU,USA,2016,166381.364
GRC,CAN,2013,90.939
GRC,CAN,2014,1135.548
GRC,CAN,2015,748.941
GRC,CAN,2016,591.115
GRC,CAN,2017,863.892
GRC,DEU,2013,6300.269
GRC,DEU,2014,5532.145
GRC,DEU,2015,5559.073
GRC,DEU,2016,5226.189
GRC,DEU,2017,7167.561
GRC,GBR,2013,-362.114
GRC,GBR,2014,-847.539
GRC,GBR,2015,342.224
GRC,GBR,2016,106.454
GRC,GBR,2017,276.088
GRC,ITA,2013,1048.773
GRC,ITA,2014,940.571
GRC,ITA,2015,919.97
GRC,ITA,2016,1024.328
GRC,ITA,2017,1199.588
GRC,JPN,2013,43.899
GRC,JPN,2014,35.054
GRC,JPN,2015,46.809
GRC,JPN,2016,44.707
GRC,JPN,2017,46.935
GRC,USA,2013,1033.627
GRC,USA,2014,957.162
GRC,USA,2015,798.069
GRC,USA,2016,570.299
GRC,USA,2017,974.482
HUN,CAN,2014,395.417
HUN,CAN,2015,381.364
HUN,CAN,2016,352.302
HUN,DEU,2014,26092.918
HUN,DEU,2015,23741.505
HUN,DEU,2016,23432.677
HUN,GBR,2014,3809.269
HUN,GBR,2015,3311.052
HUN,GBR,2016,2690.68
HUN,ITA,2014,3179.735
HUN,ITA,2015,2742.286
HUN,ITA,2016,2943.274
HUN,JPN,2014,2323.066
HUN,JPN,2015,2276.201
HUN,JPN,2016,2513.878
HUN,USA,2014,18507.241
HUN,USA,2015,8473.78
HUN,USA,2016,12379.28
ISL,CAN,2013,159.288
ISL,CAN,2014,151.498
ISL,CAN,2015,157.676
ISL,CAN,2016,195.358
ISL,CAN,2017,190.159
ISL,DEU,2013,99.759
ISL,DEU,2014,83.602
ISL,DEU,2015,104.771
ISL,DEU,2016,83.362
ISL,DEU,2017,97.744
ISL,GBR,2013,672.635
ISL,GBR,2014,724.214
ISL,GBR,2015,744.445
ISL,GBR,2016,1648.677
ISL,GBR,2017,2016.038
ISL,ITA,2013,3.908
ISL,ITA,2014,4.035
ISL,ITA,2015,4.253
ISL,ITA,2016,5.985
ISL,ITA,2017,5.644
ISL,JPN,2013,0
ISL,JPN,2014,0
ISL,JPN,2015,0
ISL,JPN,2016,0
ISL,JPN,2017,0
ISL,USA,2013,5078.134
ISL,USA,2014,5039.962
ISL,USA,2015,5020.942
ISL,USA,2016,2603.741
ISL,USA,2017,2660.078
IRL,CAN,2012,4270.449
IRL,CAN,2013,4356.64
IRL,CAN,2014,4222.64
IRL,CAN,2015,1927.055
IRL,CAN,2016,2496.047
IRL,CAN,2017,454.545
IRL,DEU,2012,13609.499
IRL,DEU,2013,13449.179
IRL,DEU,2014,8936.99
IRL,DEU,2015,3928.144
IRL,DEU,2016,4759.144
IRL,DEU,2017,6487.167
IRL,GBR,2012,56860.158
IRL,GBR,2013,63545.718
IRL,GBR,2014,52281.574
IRL,GBR,2015,45333.696
IRL,GBR,2016,78049.963
IRL,GBR,2017,69762.533
IRL,ITA,2012,9332.454
IRL,ITA,2013,10045.511
IRL,ITA,2014,7562.629
IRL,ITA,2015,8373.435
IRL,ITA,2016,8216.507
IRL,ITA,2017,10055.169
IRL,JPN,2012,1746.702
IRL,JPN,2013,99.297
IRL,JPN,2014,2770.576
IRL,JPN,2015,1907.458
IRL,JPN,2016,2539.264
IRL,JPN,2017,513.313
IRL,USA,2012,28527.704
IRL,USA,2013,39484.209
IRL,USA,2014,21689.896
IRL,USA,2015,386820.904
IRL,USA,2016,235690.946
IRL,USA,2017,214670.185
ITA,CAN,2013,600.986
ITA,CAN,2014,708.605
ITA,CAN,2015,777.008
ITA,CAN,2016,1040.298
ITA,CAN,2017,826.298
ITA,DEU,2013,22925.465
ITA,DEU,2014,26206.769
ITA,DEU,2015,23779.493
ITA,DEU,2016,33038.571
ITA,DEU,2017,39995.249
ITA,GBR,2013,27746.395
ITA,GBR,2014,4975.093
ITA,GBR,2015,30131.905
ITA,GBR,2016,38059.946
ITA,GBR,2017,45023.165
ITA,ITA,2013,38345.464
ITA,ITA,2014,23526.598
ITA,ITA,2015,35484.417
ITA,ITA,2016,29524.431
ITA,ITA,2017,39387.143
ITA,JPN,2013,5609.182
ITA,JPN,2014,7008.413
ITA,JPN,2015,7104.051
ITA,JPN,2016,4646.864
ITA,JPN,2017,6474.095
ITA,USA,2013,39509.37
ITA,USA,2014,37564.701
ITA,USA,2015,30796.952
ITA,USA,2016,29692.216
ITA,USA,2017,36501.739
JPN,CAN,2017,1381.65
JPN,DEU,2017,7936.317
JPN,GBR,2017,6374.479
JPN,ITA,2017,632.174
JPN,USA,2017,70926.744
KOR,CAN,2013,1010.411
KOR,CAN,2014,1026.459
KOR,CAN,2015,1500.054
KOR,CAN,2016,2201.885
KOR,CAN,2017,2344.661
KOR,DEU,2013,6088.893
KOR,DEU,2014,6312.012
KOR,DEU,2015,6772.661
KOR,DEU,2016,6950.552
KOR,DEU,2017,8306.519
KOR,GBR,2013,13630.058
KOR,GBR,2014,13320.527
KOR,GBR,2015,13003.084
KOR,GBR,2016,13951.98
KOR,GBR,2017,14941.442
KOR,ITA,2013,306.771
KOR,ITA,2014,437.455
KOR,ITA,2015,197.876
KOR,ITA,2016,325.385
KOR,ITA,2017,567.004
KOR,JPN,2013,48005.43
KOR,JPN,2014,47867.82
KOR,JPN,2015,44596.002
KOR,JPN,2016,43315.111
KOR,JPN,2017,47519.252
KOR,USA,2013,30430.481
KOR,USA,2014,32059.685
KOR,USA,2015,32927.33
KOR,USA,2016,31751.893
KOR,USA,2017,33937.293
LUX,CAN,2012,126612.137
LUX,CAN,2013,138266.446
LUX,CAN,2014,186144.598
LUX,CAN,2015,195722.373
LUX,CAN,2016,197111.837
LUX,CAN,2017,193848.645
LUX,DEU,2012,52671.504
LUX,DEU,2013,39680.044
LUX,DEU,2014,76646.133
LUX,DEU,2015,75571.04
LUX,DEU,2016,78354.59
LUX,DEU,2017,107307.508
LUX,GBR,2012,500905.013
LUX,GBR,2013,479851.055
LUX,GBR,2014,429162.496
LUX,GBR,2015,537875.885
LUX,GBR,2016,484964.689
LUX,GBR,2017,505065.963
LUX,ITA,2012,-4372.032
LUX,ITA,2013,4957.937
LUX,ITA,2014,-6557.354
LUX,ITA,2015,-5902.014
LUX,ITA,2016,5673.026
LUX,ITA,2017,16169.345
LUX,JPN,2012,3196.57
LUX,JPN,2013,3000.965
LUX,JPN,2014,4044.167
LUX,JPN,2015,3364.181
LUX,JPN,2016,3862.127
LUX,JPN,2017,4104.102
LUX,USA,2012,453539.578
LUX,USA,2013,784777.272
LUX,USA,2014,685063.209
LUX,USA,2015,847392.488
LUX,USA,2016,856965.321
LUX,USA,2017,721872.152
MEX,CAN,2009,11376.394
MEX,CAN,2010,15448.998
MEX,CAN,2011,15224.82
MEX,CAN,2012,18898.505
MEX,CAN,2013,18518.471
MEX,CAN,2014,20164.406
MEX,CAN,2015,20819.123
MEX,CAN,2016,17749.204
MEX,CAN,2017,18033.684
MEX,DEU,2009,7319.762
MEX,DEU,2010,4379.513
MEX,DEU,2011,4673.466
MEX,DEU,2012,11285.394
MEX,DEU,2013,11749.299
MEX,DEU,2014,12942.699
MEX,DEU,2015,12322.111
MEX,DEU,2016,12177.913
MEX,DEU,2017,15488.401
MEX,GBR,2009,17107.978
MEX,GBR,2010,34294.142
MEX,GBR,2011,26466.108
MEX,GBR,2012,34444.685
MEX,GBR,2013,23230.423
MEX,GBR,2014,23057.535
MEX,GBR,2015,22166.977
MEX,GBR,2016,21575.472
MEX,GBR,2017,23845.214
MEX,ITA,2009,1186.393
MEX,ITA,2010,1178.006
MEX,ITA,2011,1185.231
MEX,ITA,2012,1617.305
MEX,ITA,2013,1700.633
MEX,ITA,2014,1995.568
MEX,ITA,2015,2029.385
MEX,ITA,2016,1812.783
MEX,ITA,2017,2377.362
MEX,JPN,2009,7777.538
MEX,JPN,2010,6666.043
MEX,JPN,2011,6299.784
MEX,JPN,2012,9470.184
MEX,JPN,2013,10968.897
MEX,JPN,2014,12600.96
MEX,JPN,2015,13313.028
MEX,JPN,2016,13672.112
MEX,JPN,2017,12634.322
MEX,USA,2009,176642.819
MEX,USA,2010,197376.677
MEX,USA,2011,183162.178
MEX,USA,2012,202216.369
MEX,USA,2013,212995.896
MEX,USA,2014,211770.606
MEX,USA,2015,215897.459
MEX,USA,2016,198867.39
MEX,USA,2017,215899.034
NLD,CAN,2013,1591.505
NLD,CAN,2014,1466.633
NLD,CAN,2015,2765.378
NLD,CAN,2016,3224.412
NLD,CAN,2017,3881.027
NLD,DEU,2013,75706.799
NLD,DEU,2014,97895.311
NLD,DEU,2015,159437.126
NLD,DEU,2016,115325.182
NLD,DEU,2017,141277.285
NLD,GBR,2013,95534.409
NLD,GBR,2014,253370.529
NLD,GBR,2015,161965.161
NLD,GBR,2016,143733.53
NLD,GBR,2017,196041.017
NLD,ITA,2013,7396.221
NLD,ITA,2014,9758.936
NLD,ITA,2015,54067.501
NLD,ITA,2016,51614.841
NLD,ITA,2017,59345.167
NLD,JPN,2013,14695.904
NLD,JPN,2014,18969.098
NLD,JPN,2015,19305.389
NLD,JPN,2016,16992.727
NLD,JPN,2017,22007.676
NLD,USA,2013,104708.316
NLD,USA,2014,126110.995
NLD,USA,2015,183285.792
NLD,USA,2016,240820.07
NLD,USA,2017,223166.227
NZL,CAN,2013,1602.271
NZL,CAN,2014,3064.597
NZL,CAN,2015,3184.059
NZL,CAN,2016,1877.384
NZL,CAN,2017,2563.764
NZL,DEU,2013,-333.288
NZL,DEU,2014,-228.688
NZL,DEU,2015,-183.927
NZL,DEU,2016,-184.175
NZL,DEU,2017,539.391
NZL,GBR,2013,6226.643
NZL,GBR,2014,5652.535
NZL,GBR,2015,2881.642
NZL,GBR,2016,3735.648
NZL,GBR,2017,3333.951
NZL,ITA,2013,0.777
NZL,ITA,2014,
NZL,ITA,2015,
NZL,ITA,2016,
NZL,ITA,2017,
NZL,JPN,2013,2640.868
NZL,JPN,2014,3796.791
NZL,JPN,2015,3319.127
NZL,JPN,2016,3639.549
NZL,JPN,2017,3937.742
NZL,USA,2013,6597.334
NZL,USA,2014,6090.958
NZL,USA,2015,5481.095
NZL,USA,2016,5628.227
NZL,USA,2017,5584.625
NOR,CAN,2013,3329.496
NOR,CAN,2014,1882.1
NOR,CAN,2015,750.851
NOR,CAN,2016,1191.415
NOR,CAN,2017,4739.342
NOR,DEU,2013,9395.878
NOR,DEU,2014,8166.891
NOR,DEU,2015,6982.179
NOR,DEU,2016,8057.773
NOR,DEU,2017,6238.855
NOR,GBR,2013,7750.621
NOR,GBR,2014,16834.051
NOR,GBR,2015,7554.824
NOR,GBR,2016,7269.49
NOR,GBR,2017,7509.988
NOR,ITA,2013,908.732
NOR,ITA,2014,757.066
NOR,ITA,2015,872.531
NOR,ITA,2016,740.371
NOR,ITA,2017,379.294
NOR,JPN,2013,1254.461
NOR,JPN,2014,1423.015
NOR,JPN,2015,955.392
NOR,JPN,2016,1028.074
NOR,JPN,2017,1411.084
NOR,USA,2013,16521.489
NOR,USA,2014,13278.869
NOR,USA,2015,6623.837
NOR,USA,2016,7603.248
NOR,USA,2017,8088.185
POL,CAN,2013,2303.054
POL,CAN,2014,2715.73
POL,CAN,2015,2466.511
POL,CAN,2016,1627.523
POL,CAN,2017,2101.096
POL,DEU,2013,39340.671
POL,DEU,2014,39026.181
POL,DEU,2015,34696.353
POL,DEU,2016,37405.815
POL,DEU,2017,48128.215
POL,GBR,2013,11813.811
POL,GBR,2014,12172.031
POL,GBR,2015,12323.927
POL,GBR,2016,11722.962
POL,GBR,2017,13819.278
POL,ITA,2013,12953.884
POL,ITA,2014,12965.864
POL,ITA,2015,10635.504
POL,ITA,2016,7641.215
POL,ITA,2017,5124.879
POL,JPN,2013,4362.683
POL,JPN,2014,3883.043
POL,JPN,2015,3759.918
POL,JPN,2016,4118.629
POL,JPN,2017,4996.256
POL,USA,2013,23170.352
POL,USA,2014,22921.183
POL,USA,2015,23636.023
POL,USA,2016,20441.583
POL,USA,2017,26203.549
PRT,CAN,2011,
PRT,CAN,2012,
PRT,CAN,2013,129.637
PRT,CAN,2014,142.05
PRT,CAN,2015,115.406
PRT,CAN,2016,109.624
PRT,CAN,2017,124.73
PRT,DEU,2011,
PRT,DEU,2012,
PRT,DEU,2013,3304.372
PRT,DEU,2014,3366.699
PRT,DEU,2015,2425.694
PRT,DEU,2016,1864.657
PRT,DEU,2017,2152.794
PRT,GBR,2011,
PRT,GBR,2012,
PRT,GBR,2013,8313.336
PRT,GBR,2014,8504.77
PRT,GBR,2015,9660.316
PRT,GBR,2016,9428.692
PRT,GBR,2017,11620.293
PRT,ITA,2011,
PRT,ITA,2012,
PRT,ITA,2013,2915.46
PRT,ITA,2014,892.363
PRT,ITA,2015,663.038
PRT,ITA,2016,384.737
PRT,ITA,2017,1086.592
PRT,JPN,2011,
PRT,JPN,2012,
PRT,JPN,2013,220.659
PRT,JPN,2014,296.24
PRT,JPN,2015,255.852
PRT,JPN,2016,273.005
PRT,JPN,2017,304.629
PRT,USA,2011,
PRT,USA,2012,
PRT,USA,2013,1293.615
PRT,USA,2014,1226.241
PRT,USA,2015,1700.599
PRT,USA,2016,1565.3
PRT,USA,2017,1646.678
SVK,CAN,2013,28.461
SVK,CAN,2014,28.017
SVK,CAN,2015,20.033
SVK,CAN,2016,25.046
SVK,CAN,2017,35.93
SVK,DEU,2013,4528.699
SVK,DEU,2014,4255.664
SVK,DEU,2015,3075.993
SVK,DEU,2016,2666.148
SVK,DEU,2017,3566.231
SVK,GBR,2013,535.021
SVK,GBR,2014,540.577
SVK,GBR,2015,491.998
SVK,GBR,2016,545.556
SVK,GBR,2017,1309.254
SVK,ITA,2013,5735.766
SVK,ITA,2014,3191.052
SVK,ITA,2015,3399.891
SVK,ITA,2016,2311.366
SVK,ITA,2017,2622.761
SVK,JPN,2013,58.282
SVK,JPN,2014,43.777
SVK,JPN,2015,44.203
SVK,JPN,2016,72.138
SVK,JPN,2017,125.158
SVK,USA,2013,142.157
SVK,USA,2014,305.115
SVK,USA,2015,331.519
SVK,USA,2016,-11.441
SVK,USA,2017,360.321
ESP,DEU,2013,47403.117
ESP,DEU,2014,41005.013
ESP,DEU,2015,39033.206
ESP,DEU,2016,42411.721
ESP,DEU,2017,51887.743
ESP,GBR,2013,75970.211
ESP,GBR,2014,71095.268
ESP,GBR,2015,68239.521
ESP,GBR,2016,72232.529
ESP,GBR,2017,85971.456
ESP,ITA,2013,46046.063
ESP,ITA,2014,41714.048
ESP,ITA,2015,36819.815
ESP,ITA,2016,32802.783
ESP,ITA,2017,32409.451
ESP,JPN,2013,1609.433
ESP,JPN,2014,1823.578
ESP,JPN,2015,1934.676
ESP,JPN,2016,2525.561
ESP,JPN,2017,2844.807
ESP,USA,2013,33320.921
ESP,USA,2014,24957.04
ESP,USA,2015,22885.139
ESP,USA,2016,23206.493
ESP,USA,2017,28040.297
SWE,CAN,2013,6195.087
SWE,CAN,2014,2797.984
SWE,CAN,2015,3575.964
SWE,CAN,2016,2411.776
SWE,CAN,2017,1838.207
SWE,DEU,2013,25737.103
SWE,DEU,2014,24019.904
SWE,DEU,2015,30085.655
SWE,DEU,2016,27933.614
SWE,DEU,2017,31930.921
SWE,GBR,2013,44137.426
SWE,GBR,2014,39557.193
SWE,GBR,2015,40751.232
SWE,GBR,2016,37160.513
SWE,GBR,2017,50074.44
SWE,ITA,2013,1398.705
SWE,ITA,2014,927.75
SWE,ITA,2015,851.341
SWE,ITA,2016,966.432
SWE,ITA,2017,1163.986
SWE,JPN,2013,4267.256
SWE,JPN,2014,2637.586
SWE,JPN,2015,3043.195
SWE,JPN,2016,3000.265
SWE,JPN,2017,4604.898
SWE,USA,2013,34437.716
SWE,USA,2014,22361.897
SWE,USA,2015,19741.731
SWE,USA,2016,26117.058
SWE,USA,2017,24225.268
CHE,CAN,2014,32808.266
CHE,CAN,2015,38515.411
CHE,CAN,2016,34915.693
CHE,CAN,2017,37818.782
CHE,DEU,2014,32897.405
CHE,DEU,2015,32802.753
CHE,DEU,2016,31378.231
CHE,DEU,2017,36276.844
CHE,GBR,2014,24906.305
CHE,GBR,2015,34199.734
CHE,GBR,2016,49449.258
CHE,GBR,2017,61902.081
CHE,ITA,2014,5417.735
CHE,ITA,2015,6230.436
CHE,ITA,2016,6670.375
CHE,ITA,2017,6664.188
CHE,JPN,2014,9664.206
CHE,JPN,2015,11113.608
CHE,JPN,2016,24238.812
CHE,JPN,2017,25991.779
CHE,USA,2014,307592.942
CHE,USA,2015,315829.365
CHE,USA,2016,445829.765
CHE,USA,2017,468811.808
TUR,CAN,2016,879.74
TUR,CAN,2017,1385.71
TUR,DEU,2016,15383.35
TUR,DEU,2017,20231.92
TUR,GBR,2016,12756.62
TUR,GBR,2017,16561.39
TUR,ITA,2016,4207.29
TUR,ITA,2017,5475.17
TUR,JPN,2016,3041.53
TUR,JPN,2017,4717.37
TUR,USA,2016,6058.8
TUR,USA,2017,8527.63
GBR,CAN,2013,26391.634
GBR,CAN,2015,25080.024
GBR,CAN,2017,25777.598
GBR,DEU,2013,83491.436
GBR,DEU,2014,78145.086
GBR,DEU,2015,74831.061
GBR,DEU,2016,73599.459
GBR,DEU,2017,60671.531
GBR,GBR,2013,0
GBR,GBR,2014,0
GBR,GBR,2015,0
GBR,GBR,2016,0
GBR,GBR,2017,0
GBR,ITA,2013,13405.797
GBR,ITA,2014,6925.117
GBR,ITA,2015,11338.174
GBR,ITA,2016,6223.398
GBR,ITA,2017,11594.379
GBR,JPN,2013,55111.989
GBR,JPN,2014,59644.306
GBR,JPN,2015,61144.043
GBR,JPN,2016,57189.076
GBR,JPN,2017,66967.977
GBR,USA,2013,420385.375
GBR,USA,2014,394881.435
GBR,USA,2015,458850.03
GBR,USA,2016,379012.179
GBR,USA,2017,379278.476
USA,CAN,2011,247219
USA,CAN,2012,246159
USA,CAN,2013,266715
USA,CAN,2014,328089
USA,CAN,2015,394814
USA,CAN,2016,457557
USA,CAN,2017,523761
USA,DEU,2011,251183
USA,DEU,2012,273098
USA,DEU,2013,284818
USA,DEU,2014,327995
USA,DEU,2015,356982
USA,DEU,2016,371148
USA,DEU,2017,405552
USA,GBR,2011,513506
USA,GBR,2012,581023
USA,GBR,2013,583820
USA,GBR,2014,520463
USA,GBR,2015,558931
USA,GBR,2016,572206
USA,GBR,2017,614865
USA,ITA,2011,30404
USA,ITA,2012,34422
USA,ITA,2013,31439
USA,ITA,2014,33071
USA,ITA,2015,34425
USA,ITA,2016,35258
USA,ITA,2017,35672
USA,JPN,2011,277396
USA,JPN,2012,302628
USA,JPN,2013,352907
USA,JPN,2014,373120
USA,JPN,2015,404081
USA,JPN,2016,422243
USA,JPN,2017,476878
USA,USA,2011,90765
USA,USA,2012,93626
USA,USA,2013,80941
USA,USA,2014,87833
USA,USA,2015,83796
USA,USA,2016,73410
USA,USA,2017,75565
CHL,CAN,2009,7207.958
CHL,CAN,2010,7573.12
CHL,CAN,2011,11032.744
CHL,CAN,2012,15368.515
CHL,CAN,2013,19742.222
